"","SAMPID","SMTS"
"4078","GTEX-148VI-1226-SM-5RQJR","Esophagus"
"4079","GTEX-148VI-1626-SM-5SI6E","Skin"
"4080","GTEX-148VI-1726-SM-5S2W9","Adipose Tissue"
"4081","GTEX-148VJ-0006-SM-5NQB1","Blood"
"4082","GTEX-148VJ-0011-R3b-SM-69LQJ","Brain"
"4083","GTEX-148VJ-0011-R9b-SM-5SI77","Brain"
"4084","GTEX-148VJ-0126-SM-5TDDN","Skin"
"4085","GTEX-148VJ-0326-SM-5QGQE","Muscle"
"4086","GTEX-148VJ-0426-SM-5S2V8","Blood Vessel"
"4087","GTEX-148VJ-0626-SM-5LUAW","Skin"
"4088","GTEX-148VJ-0726-SM-5LU8J","Thyroid"
"4089","GTEX-148VJ-0826-SM-5LU8V","Lung"
"4090","GTEX-148VJ-1026-SM-5LU98","Esophagus"
"4091","GTEX-148VJ-1126-SM-5NQBZ","Esophagus"
"4092","GTEX-148VJ-1426-SM-5TDE3","Heart"
"4093","GTEX-148VJ-1526-SM-5Q5DU","Heart"
"4094","GTEX-148VJ-1826-SM-5Q5DV","Prostate"
"4095","GTEX-148VJ-2226-SM-5NQ9M","Small Intestine"
"4096","GTEX-148VJ-2426-SM-5NQ9Y","Colon"
"4097","GTEX-148VJ-2626-SM-5QGPI","Colon"
"4098","GTEX-148VJ-2926-SM-5Q5DA","Pituitary"
"4099","GTEX-1497J-0005-SM-5NQBD","Blood"
"4100","GTEX-1497J-0126-SM-5Q5BK","Thyroid"
"4101","GTEX-1497J-0226-SM-5QGPU","Skin"
"4102","GTEX-1497J-0326-SM-5Q5CN","Lung"
"4103","GTEX-1497J-0426-SM-5Q5CO","Pancreas"
"4104","GTEX-1497J-0726-SM-5Q5D1","Liver"
"4105","GTEX-1497J-0826-SM-5NQAJ","Kidney"
"4106","GTEX-1497J-1026-SM-5NQAV","Blood Vessel"
"4107","GTEX-1497J-1226-SM-5Q5BL","Heart"
"4108","GTEX-1497J-1926-SM-5TDCC","Small Intestine"
"4109","GTEX-1497J-2126-SM-5NQB8","Esophagus"
"4110","GTEX-1497J-2326-SM-5NQBK","Adipose Tissue"
"4111","GTEX-1497J-2426-SM-7IGNX","Skin"
"4112","GTEX-1497J-2526-SM-5TDCE","Esophagus"
"4113","GTEX-1497J-2626-SM-5SI9K","Muscle"
"4114","GTEX-1497J-2726-SM-5SI9W","Esophagus"
"4115","GTEX-14A5H-0006-SM-5O9AI","Blood"
"4116","GTEX-14A5H-0226-SM-5S2VK","Blood Vessel"
"4117","GTEX-14A5H-0326-SM-5RQIB","Muscle"
"4118","GTEX-14A5H-0426-SM-5QGQF","Skin"
"4119","GTEX-14A5H-0526-SM-5TDCN","Adipose Tissue"
"4120","GTEX-14A5H-0626-SM-5TDCO","Testis"
"4121","GTEX-14A5H-0726-SM-5Q5DW","Thyroid"
"4122","GTEX-14A5H-0826-SM-5QGPJ","Skin"
"4123","GTEX-14A5H-1626-SM-5SIAN","Colon"
"4124","GTEX-14A5H-2126-SM-7IGNV","Adrenal Gland"
"4125","GTEX-14A5H-3026-SM-5RQHV","Pituitary"
"4126","GTEX-14A5I-0005-SM-5N9FU","Blood"
"4127","GTEX-14A5I-0126-SM-5TDEA","Skin"
"4128","GTEX-14A5I-0326-SM-5NQ9J","Muscle"
"4129","GTEX-14A5I-0426-SM-5NQ9V","Nerve"
"4130","GTEX-14A5I-0726-SM-5TDEB","Breast"
"4131","GTEX-14A5I-1026-SM-5Q5E3","Heart"
"4132","GTEX-14A5I-1226-SM-5NQBW","Heart"
"4133","GTEX-14A5I-1326-SM-5SIAQ","Blood Vessel"
"4134","GTEX-14A5I-1726-SM-5QGQ5","Liver"
"4135","GTEX-14A5I-2126-SM-5NQA8","Adrenal Gland"
"4136","GTEX-14A5I-2426-SM-5Q5CP","Colon"
"4137","GTEX-14A5I-2726-SM-5SIB3","Vagina"
"4138","GTEX-14A5I-2826-SM-5SIBF","Brain"
"4139","GTEX-14A5I-2926-SM-5Q5CQ","Brain"
"4140","GTEX-14A5I-3026-SM-5TDEC","Pituitary"
"4141","GTEX-14A6H-0006-SM-5NQ7W","Blood"
"4142","GTEX-14A6H-0126-SM-5QGPK","Skin"
"4143","GTEX-14A6H-0226-SM-5Q5DX","Heart"
"4144","GTEX-14A6H-0326-SM-5NQAN","Heart"
"4145","GTEX-14A6H-0526-SM-5NQAZ","Lung"
"4146","GTEX-14A6H-1326-SM-5NQBC","Esophagus"
"4147","GTEX-14A6H-2026-SM-5Q5DD","Skin"
"4148","GTEX-14A6H-2326-SM-5Q5B5","Testis"
"4149","GTEX-14A6H-2426-SM-5Q5BO","Thyroid"
"4150","GTEX-14A6H-2626-SM-5NQBO","Nerve"
"4151","GTEX-14A6H-2726-SM-5QGPL","Blood Vessel"
"4152","GTEX-14A6H-5019-SM-793DH","Muscle"
"4153","GTEX-14ABY-0005-SM-5O99U","Blood"
"4154","GTEX-14ABY-0011-R11a-SM-5SI7C","Brain"
"4155","GTEX-14ABY-0011-R1a-SM-6EU2W","Brain"
"4156","GTEX-14ABY-0011-R4b-SM-5S2VN","Brain"
"4157","GTEX-14ABY-0011-R5b-SM-5SI7B","Brain"
"4158","GTEX-14ABY-0011-R6a-SM-5PNWR","Brain"
"4159","GTEX-14ABY-0011-R7b-SM-5PNWS","Brain"
"4160","GTEX-14ABY-0011-R9a-SM-5PNZK","Brain"
"4161","GTEX-14ABY-0126-SM-62LDI","Muscle"
"4162","GTEX-14ABY-0226-SM-5TDCQ","Skin"
"4163","GTEX-14ABY-0326-SM-5TDDK","Adipose Tissue"
"4164","GTEX-14ABY-0626-SM-5Q5C9","Testis"
"4165","GTEX-14ABY-0726-SM-5Q5DF","Prostate"
"4166","GTEX-14ABY-0926-SM-5Q5DY","Thyroid"
"4167","GTEX-14ABY-1126-SM-5Q5F8","Lung"
"4168","GTEX-14ABY-1926-SM-62LDJ","Adipose Tissue"
"4169","GTEX-14ABY-2026-SM-62LDL","Skin"
"4170","GTEX-14ABY-2126-SM-5QGQZ","Breast"
"4171","GTEX-14ABY-3026-SM-664NE","Brain"
"4172","GTEX-14ABY-3126-SM-664NF","Pituitary"
"4173","GTEX-14AS3-0006-SM-5NQC2","Blood"
"4174","GTEX-14AS3-0126-SM-5Q5F4","Liver"
"4175","GTEX-14AS3-0226-SM-5Q5B6","Thyroid"
"4176","GTEX-14AS3-0326-SM-5Q5DB","Pancreas"
"4177","GTEX-14AS3-0426-SM-5QGQK","Adipose Tissue"
"4178","GTEX-14AS3-0526-SM-5QGQQ","Blood Vessel"
"4179","GTEX-14AS3-0626-SM-5QGQD","Esophagus"
"4180","GTEX-14AS3-0726-SM-5S2NY","Esophagus"
"4181","GTEX-14AS3-0826-SM-5TDD5","Esophagus"
"4182","GTEX-14AS3-0926-SM-5TDD6","Lung"
"4183","GTEX-14AS3-1026-SM-5TDD7","Colon"
"4184","GTEX-14AS3-1126-SM-5Q5CR","Colon"
"4185","GTEX-14AS3-1326-SM-5RQJE","Ovary"
"4186","GTEX-14AS3-1526-SM-5Q5ED","Skin"
"4187","GTEX-14AS3-1626-SM-5S2OY","Breast"
"4188","GTEX-14AS3-1726-SM-5RQJV","Vagina"
"4189","GTEX-14AS3-1826-SM-5TDD8","Uterus"
"4190","GTEX-14AS3-2026-SM-5TDD9","Adipose Tissue"
"4191","GTEX-14AS3-2126-SM-5S2MK","Muscle"
"4192","GTEX-14AS3-2226-SM-5S2OX","Nerve"
"4193","GTEX-14AS3-2326-SM-5S2NZ","Blood Vessel"
"4194","GTEX-14ASI-0011-R10b-SM-5S2VZ","Brain"
"4195","GTEX-14ASI-0011-R11b-SM-6AJBJ","Brain"
"4196","GTEX-14ASI-0011-R1b-SM-5S2TY","Brain"
"4197","GTEX-14ASI-0011-R2b-SM-5YY9H","Brain"
"4198","GTEX-14ASI-0011-R4a-SM-69LQ4","Brain"
"4199","GTEX-14ASI-0011-R5b-SM-6EU2M","Brain"
"4200","GTEX-14ASI-0011-R6a-SM-5S2UZ","Brain"
"4201","GTEX-14ASI-0011-R7b-SM-5YY9G","Brain"
"4202","GTEX-14ASI-0011-R8b-SM-5S2UB","Brain"
"4203","GTEX-14ASI-0326-SM-5S2VH","Nerve"
"4204","GTEX-14ASI-0526-SM-5QGQP","Muscle"
"4205","GTEX-14ASI-0726-SM-5Q5DC","Thyroid"
"4206","GTEX-14ASI-0826-SM-5Q5EB","Heart"
"4207","GTEX-14ASI-1126-SM-5QGPN","Blood Vessel"
"4208","GTEX-14ASI-2926-SM-5Q5DG","Brain"
"4209","GTEX-14ASI-3026-SM-5S2PN","Brain"
"4210","GTEX-14B4R-0006-SM-5O9A7","Blood"
"4211","GTEX-14B4R-0126-SM-5TDE4","Thyroid"
"4212","GTEX-14B4R-0226-SM-5TDDO","Blood Vessel"
"4213","GTEX-14B4R-0326-SM-5TDDP","Esophagus"
"4214","GTEX-14B4R-0426-SM-5Q5EI","Esophagus"
"4215","GTEX-14B4R-0526-SM-5QGQT","Adipose Tissue"
"4216","GTEX-14B4R-0626-SM-5TDDQ","Esophagus"
"4217","GTEX-14B4R-0726-SM-5TDDR","Stomach"
"4218","GTEX-14B4R-1026-SM-5TDDS","Testis"
"4219","GTEX-14B4R-1226-SM-5TDDT","Breast"
"4220","GTEX-14B4R-1326-SM-5Q5EZ","Skin"
"4221","GTEX-14B4R-1426-SM-5Q5CG","Salivary Gland"
"4222","GTEX-14B4R-2026-SM-5QGQL","Blood Vessel"
"4223","GTEX-14BIL-0006-SM-5N9F2","Blood"
"4224","GTEX-14BIL-0011-R10a-SM-5SI75","Brain"
"4225","GTEX-14BIL-0011-R8b-SM-69LQK","Brain"
"4226","GTEX-14BIL-0011-R9a-SM-5SI7A","Brain"
"4227","GTEX-14BIL-0126-SM-5SI92","Skin"
"4228","GTEX-14BIL-0226-SM-5SI9E","Adipose Tissue"
"4229","GTEX-14BIL-0326-SM-5SI9Q","Muscle"
"4230","GTEX-14BIL-0426-SM-5SIA3","Nerve"
"4231","GTEX-14BIL-0926-SM-7DHKN","Heart"
"4232","GTEX-14BIL-1126-SM-79OMC","Heart"
"4233","GTEX-14BIL-1226-SM-79OME","Lung"
"4234","GTEX-14BIL-1326-SM-79OMR","Liver"
"4235","GTEX-14BIL-1826-SM-7DUEO","Esophagus"
"4236","GTEX-14BIL-1926-SM-73KYI","Stomach"
"4237","GTEX-14BIL-2126-SM-73KW3","Prostate"
"4238","GTEX-14BIL-2226-SM-73KWF","Testis"
"4239","GTEX-14BIL-2426-SM-5QGQR","Adipose Tissue"
"4240","GTEX-14BIL-2926-SM-5SIAF","Pituitary"
"4241","GTEX-14BIL-3026-SM-7EWD4","Brain"
"4242","GTEX-14BIM-0006-SM-5O9AA","Blood"
"4243","GTEX-14BIM-0011-R11b-SM-5S2RN","Brain"
"4244","GTEX-14BIM-0011-R1a-SM-69LQI","Brain"
"4245","GTEX-14BIM-0011-R2b-SM-69LQ6","Brain"
"4246","GTEX-14BIM-0011-R3b-SM-5S2RL","Brain"
"4247","GTEX-14BIM-0011-R4b-SM-5S2RK","Brain"
"4248","GTEX-14BIM-0011-R5b-SM-5S2RM","Brain"
"4249","GTEX-14BIM-0011-R6b-SM-5S2VB","Brain"
"4250","GTEX-14BIM-0011-R9a-SM-6LLJL","Brain"
"4251","GTEX-14BIM-0226-SM-7IGLD","Skin"
"4252","GTEX-14BIM-0326-SM-5SI9B","Muscle"
"4253","GTEX-14BIM-0426-SM-5SI9N","Nerve"
"4254","GTEX-14BIM-1226-SM-5SIBC","Esophagus"
"4255","GTEX-14BIM-1326-SM-7EWD1","Esophagus"
"4256","GTEX-14BIM-1626-SM-7EWD2","Adipose Tissue"
"4257","GTEX-14BIM-2226-SM-5SI8Y","Uterus"
"4258","GTEX-14BIM-2626-SM-5S2OF","Blood Vessel"
"4259","GTEX-14BIM-2726-SM-5Q5EG","Heart"
"4260","GTEX-14BIM-3026-SM-7EWCY","Brain"
"4261","GTEX-14BIM-3126-SM-5Q5C7","Brain"
"4262","GTEX-14BIM-3226-SM-5RQIQ","Pituitary"
"4263","GTEX-14BIN-0005-SM-5N9FE","Blood"
"4264","GTEX-14BIN-0011-R10a-SM-5S2UA","Brain"
"4265","GTEX-14BIN-0011-R11a-SM-5SI79","Brain"
"4266","GTEX-14BIN-0011-R2a-SM-5S2RJ","Brain"
"4267","GTEX-14BIN-0011-R3b-SM-6AJBL","Brain"
"4268","GTEX-14BIN-0011-R5b-SM-5SI78","Brain"
"4269","GTEX-14BIN-0011-R6a-SM-5S2RH","Brain"
"4270","GTEX-14BIN-0011-R7b-SM-5S2RI","Brain"
"4271","GTEX-14BIN-0011-R9a-SM-5SI76","Brain"
"4272","GTEX-14BIN-0126-SM-5TDCG","Thyroid"
"4273","GTEX-14BIN-0626-SM-793DP","Skin"
"4274","GTEX-14BIN-0726-SM-793DQ","Adipose Tissue"
"4275","GTEX-14BIN-0826-SM-793DR","Nerve"
"4276","GTEX-14BIN-0926-SM-5S2OZ","Blood Vessel"
"4277","GTEX-14BIN-1126-SM-5RQJZ","Skin"
"4278","GTEX-14BIN-1226-SM-5S2OM","Adipose Tissue"
"4279","GTEX-14BIN-1426-SM-664NI","Ovary"
"4280","GTEX-14BIN-1526-SM-73KZ7","Uterus"
"4281","GTEX-14BIN-2126-SM-793AX","Heart"
"4282","GTEX-14BIN-2226-SM-5YYA1","Heart"
"4283","GTEX-14BIN-2426-SM-5TDCF","Colon"
"4284","GTEX-14BIN-2626-SM-5YY8U","Esophagus"
"4285","GTEX-14BIN-2726-SM-5RQIE","Esophagus"
"4286","GTEX-14BIN-3026-SM-5ZZUS","Colon"
"4287","GTEX-14BIN-3126-SM-664NJ","Pituitary"
"4288","GTEX-14BIN-3226-SM-62LDR","Brain"
"4289","GTEX-14BIN-3326-SM-5Q5E6","Brain"
"4290","GTEX-14BMU-0006-SM-5MR3T","Blood"
"4291","GTEX-14BMU-0126-SM-5S2Q9","Adrenal Gland"
"4292","GTEX-14BMU-0226-SM-5S2QA","Thyroid"
"4293","GTEX-14BMU-0326-SM-793DO","Blood Vessel"
"4294","GTEX-14BMU-0426-SM-73KYT","Spleen"
"4295","GTEX-14BMU-0526-SM-73KW4","Lung"
"4296","GTEX-14BMU-0626-SM-73KZ6","Adipose Tissue"
"4297","GTEX-14BMU-0726-SM-73KXS","Pancreas"
"4298","GTEX-14BMU-0826-SM-73KZ8","Esophagus"
"4299","GTEX-14BMU-0926-SM-5S2QB","Esophagus"
"4300","GTEX-14BMU-1026-SM-5RQJ5","Esophagus"
"4301","GTEX-14BMU-1126-SM-5RQJ8","Stomach"
"4302","GTEX-14BMU-1226-SM-5S2OR","Skin"
"4303","GTEX-14BMU-1326-SM-5RQIH","Colon"
"4304","GTEX-14BMU-1426-SM-5TDE5","Small Intestine"
"4305","GTEX-14BMU-1526-SM-5TDE6","Colon"
"4306","GTEX-14BMU-1626-SM-5TDE7","Breast"
"4307","GTEX-14BMU-1726-SM-5TDE8","Ovary"
"4308","GTEX-14BMU-1826-SM-5RQII","Uterus"
"4309","GTEX-14BMU-1926-SM-5S2QC","Vagina"
"4310","GTEX-14BMU-2026-SM-5S2W6","Muscle"
"4311","GTEX-14BMU-2126-SM-5S2TS","Adipose Tissue"
"4312","GTEX-14BMU-2226-SM-5TDE9","Skin"
"4313","GTEX-14BMU-2426-SM-5RQIJ","Blood Vessel"
"4314","GTEX-14BMV-0005-SM-5NQ6Y","Blood"
"4315","GTEX-14BMV-0011-R3a-SM-5ZZU7","Brain"
"4316","GTEX-14BMV-0011-R5b-SM-62LFT","Brain"
"4317","GTEX-14BMV-0011-R6b-SM-5YY9I","Brain"
"4318","GTEX-14BMV-0011-R7b-SM-5YY9J","Brain"
"4319","GTEX-14BMV-0011-R9b-SM-5ZZUA","Brain"
"4320","GTEX-14BMV-0126-SM-5S2PO","Skin"
"4321","GTEX-14BMV-0226-SM-5S2N2","Adipose Tissue"
"4322","GTEX-14BMV-0326-SM-5RQHW","Muscle"
"4323","GTEX-14BMV-0426-SM-5TDEF","Nerve"
"4324","GTEX-14BMV-0526-SM-5S2NE","Blood Vessel"
"4325","GTEX-14BMV-0626-SM-793AU","Breast"
"4326","GTEX-14BMV-0726-SM-73KVE","Thyroid"
"4327","GTEX-14BMV-0826-SM-73KXU","Lung"
"4328","GTEX-14BMV-0926-SM-7DHKM","Blood Vessel"
"4329","GTEX-14BMV-1026-SM-5SI6B","Heart"
"4330","GTEX-14BMV-1226-SM-5TDDY","Blood Vessel"
"4331","GTEX-14BMV-1426-SM-5S2WA","Esophagus"
"4332","GTEX-14BMV-1526-SM-793AV","Esophagus"
"4333","GTEX-14BMV-1626-SM-73KVQ","Adipose Tissue"
"4334","GTEX-14BMV-2226-SM-5RQHX","Stomach"
"4335","GTEX-14BMV-2326-SM-5RQJ4","Prostate"
"4336","GTEX-14BMV-2426-SM-5S2PP","Colon"
"4337","GTEX-14BMV-2826-SM-5TDED","Skin"
"4338","GTEX-14BMV-2926-SM-5TDEE","Brain"
"4339","GTEX-14BMV-3026-SM-5S2PQ","Brain"
"4340","GTEX-14BMV-3126-SM-5S2UV","Pituitary"
"4341","GTEX-14C38-0006-SM-5NQBF","Blood"
"4342","GTEX-14C38-0126-SM-5YY9V","Testis"
"4343","GTEX-14C38-0426-SM-5TDDZ","Muscle"
"4344","GTEX-14C38-0626-SM-5S2TV","Nerve"
"4345","GTEX-14C38-0726-SM-5SI6M","Skin"
"4346","GTEX-14C38-0826-SM-5S2U8","Thyroid"
"4347","GTEX-14C38-1026-SM-73KY7","Adipose Tissue"
"4348","GTEX-14C38-1226-SM-5S2UK","Blood Vessel"
"4349","GTEX-14C38-1326-SM-62LDK","Heart"
"4350","GTEX-14C38-1426-SM-5RQHZ","Heart"
"4351","GTEX-14C38-1526-SM-5RQJ7","Liver"
"4352","GTEX-14C38-1726-SM-5RQJC","Adrenal Gland"
"4353","GTEX-14C38-2126-SM-5RQJO","Esophagus"
"4354","GTEX-14C38-2226-SM-793AW","Esophagus"
"4355","GTEX-14C39-0005-SM-5NQBR","Blood"
"4356","GTEX-14C39-0011-R11b-SM-5YYAF","Brain"
"4357","GTEX-14C39-0011-R3b-SM-5YYA3","Brain"
"4358","GTEX-14C39-0011-R5b-SM-5ZZV1","Brain"
"4359","GTEX-14C39-0126-SM-6128R","Blood Vessel"
"4360","GTEX-14C39-0226-SM-5TDDW","Thyroid"
"4361","GTEX-14C39-0326-SM-5TDDX","Lung"
"4362","GTEX-14C39-0526-SM-664OF","Testis"
"4363","GTEX-14C39-0726-SM-5RQIK","Heart"
"4364","GTEX-14C39-0826-SM-5TDDU","Adipose Tissue"
"4365","GTEX-14C39-0926-SM-5TDDV","Heart"
"4366","GTEX-14C39-1026-SM-73KWG","Pancreas"
"4367","GTEX-14C39-1626-SM-5S2P4","Colon"
"4368","GTEX-14C39-1726-SM-5RQIL","Skin"
"4369","GTEX-14C39-1826-SM-5ZZW4","Small Intestine"
"4370","GTEX-14C39-1926-SM-5ZZW5","Colon"
"4371","GTEX-14C39-2126-SM-664OH","Kidney"
"4372","GTEX-14C39-2426-SM-5S2U5","Muscle"
"4373","GTEX-14C39-2526-SM-5S2UH","Adipose Tissue"
"4374","GTEX-14C39-2626-SM-5S2QD","Blood Vessel"
"4375","GTEX-14C39-2726-SM-7DUEK","Nerve"
"4376","GTEX-14C39-2926-SM-73KU3","Pituitary"
"4377","GTEX-14C39-3026-SM-5S2QE","Brain"
"4378","GTEX-14C39-3126-SM-5ZZW6","Brain"
"4379","GTEX-14C5O-0005-SM-5P9ER","Blood"
"4380","GTEX-14C5O-0011-R10a-SM-6872F","Brain"
"4381","GTEX-14C5O-0011-R11b-SM-6872H","Brain"
"4382","GTEX-14C5O-0011-R1b-SM-6AJBW","Brain"
"4383","GTEX-14C5O-0011-R2a-SM-5ZZV2","Brain"
"4384","GTEX-14C5O-0011-R6a-SM-5YYB6","Brain"
"4385","GTEX-14C5O-0011-R7b-SM-5YYAH","Brain"
"4386","GTEX-14C5O-0011-R8a-SM-5YYAG","Brain"
"4387","GTEX-14C5O-0126-SM-5SI6N","Skin"
"4388","GTEX-14C5O-0226-SM-5SI6O","Adipose Tissue"
"4389","GTEX-14C5O-0326-SM-5ZZUX","Skin"
"4390","GTEX-14C5O-0426-SM-5ZZUW","Nerve"
"4391","GTEX-14C5O-0526-SM-62LEI","Blood Vessel"
"4392","GTEX-14C5O-0626-SM-664N2","Muscle"
"4393","GTEX-14C5O-0826-SM-5TDEG","Thyroid"
"4394","GTEX-14C5O-0926-SM-793DM","Adipose Tissue"
"4395","GTEX-14C5O-1126-SM-5TDEH","Lung"
"4396","GTEX-14C5O-1226-SM-664N3","Heart"
"4397","GTEX-14C5O-1326-SM-5S2UW","Heart"
"4398","GTEX-14C5O-1426-SM-5RQI8","Blood Vessel"
"4399","GTEX-14C5O-1526-SM-7DHKT","Blood Vessel"
"4400","GTEX-14C5O-1626-SM-73KYH","Esophagus"
"4401","GTEX-14C5O-1726-SM-5RQI9","Esophagus"
"4402","GTEX-14C5O-2026-SM-5YYB1","Kidney"
"4403","GTEX-14C5O-2226-SM-5ZZW7","Esophagus"
"4404","GTEX-14C5O-2326-SM-73KYU","Testis"
"4405","GTEX-14C5O-2526-SM-73KU2","Colon"
"4406","GTEX-14C5O-2626-SM-5RQI5","Colon"
"4407","GTEX-14C5O-2826-SM-5RQI6","Prostate"
"4408","GTEX-14C5O-2926-SM-5RQI1","Brain"
"4409","GTEX-14C5O-3026-SM-5YYB2","Brain"
"4410","GTEX-14C5O-3126-SM-664NK","Pituitary"
"4411","GTEX-14DAQ-0005-SM-5NQ7B","Blood"
"4412","GTEX-14DAQ-0011-R11a-SM-664NO","Brain"
"4413","GTEX-14DAQ-0011-R3b-SM-5YYAJ","Brain"
"4414","GTEX-14DAQ-0011-R4a-SM-5YYAI","Brain"
"4415","GTEX-14DAQ-0011-R5b-SM-5YYAK","Brain"
"4416","GTEX-14DAQ-0126-SM-5S2MQ","Skin"
"4417","GTEX-14DAQ-0226-SM-664MQ","Adipose Tissue"
"4418","GTEX-14DAQ-0326-SM-664MR","Muscle"
"4419","GTEX-14DAQ-0426-SM-664MS","Nerve"
"4420","GTEX-14DAQ-0526-SM-793AY","Blood Vessel"
"4421","GTEX-14DAQ-0626-SM-793DS","Skin"
"4422","GTEX-14DAQ-0826-SM-73KWT","Thyroid"
"4423","GTEX-14DAQ-0926-SM-793AZ","Lung"
"4424","GTEX-14DAQ-1026-SM-793B1","Heart"
"4425","GTEX-14DAQ-1126-SM-664MT","Heart"
"4426","GTEX-14DAQ-1326-SM-5RQIM","Blood Vessel"
"4427","GTEX-14DAQ-1426-SM-5RQJD","Esophagus"
"4428","GTEX-14DAQ-1526-SM-5ZZW8","Esophagus"
"4429","GTEX-14DAQ-1626-SM-5S2R1","Esophagus"
"4430","GTEX-14DAQ-1726-SM-5S2R2","Liver"
"4431","GTEX-14DAQ-1826-SM-5S2VV","Adrenal Gland"
"4432","GTEX-14DAQ-2226-SM-5YYAD","Ovary"
"4433","GTEX-14DAQ-2326-SM-5S2QX","Vagina"
"4434","GTEX-14DAQ-2526-SM-5RQIO","Adipose Tissue"
"4435","GTEX-14DAQ-2726-SM-5S2QY","Colon"
"4436","GTEX-14DAQ-2826-SM-664MU","Stomach"
"4437","GTEX-14DAQ-2926-SM-664MV","Colon"
"4438","GTEX-14DAQ-3026-SM-5S2QZ","Brain"
"4439","GTEX-14DAQ-3126-SM-62LDS","Brain"
"4440","GTEX-14DAQ-3226-SM-664OI","Pituitary"
"4441","GTEX-14DAR-0006-SM-5N9GC","Blood"
"4442","GTEX-14DAR-0226-SM-5S2PR","Lung"
"4443","GTEX-14DAR-0326-SM-5S2PS","Spleen"
"4444","GTEX-14DAR-0426-SM-664MW","Adipose Tissue"
"4445","GTEX-14DAR-0526-SM-664MX","Pancreas"
"4446","GTEX-14DAR-0626-SM-664MY","Esophagus"
"4447","GTEX-14DAR-0726-SM-5RQIA","Esophagus"
"4448","GTEX-14DAR-0826-SM-73KYJ","Esophagus"
"4449","GTEX-14DAR-0926-SM-73KUQ","Stomach"
"4450","GTEX-14DAR-1026-SM-73KV3","Prostate"
"4451","GTEX-14DAR-1126-SM-793AT","Testis"
"4452","GTEX-14DAR-1226-SM-73KYV","Skin"
"4453","GTEX-14DAR-1326-SM-7DUEG","Breast"
"4454","GTEX-14DAR-1426-SM-5RQIR","Small Intestine"
"4455","GTEX-14DAR-1526-SM-5RQIX","Colon"
"4456","GTEX-14DAR-1726-SM-664MZ","Adrenal Gland"
"4457","GTEX-14DAR-1826-SM-664N1","Muscle"
"4458","GTEX-14DAR-1926-SM-5S2NQ","Adipose Tissue"
"4459","GTEX-14DAR-2026-SM-5S2O3","Skin"
"4460","GTEX-14DAR-2126-SM-5RQID","Blood Vessel"
"4461","GTEX-14DAR-2226-SM-5S2VT","Nerve"
"4462","GTEX-14E1K-0006-SM-5N9DY","Blood"
"4463","GTEX-14E1K-0126-SM-664NL","Spleen"
"4464","GTEX-14E1K-0226-SM-62LDT","Lung"
"4465","GTEX-14E1K-0326-SM-5S2PE","Liver"
"4466","GTEX-14E1K-0426-SM-5S2PF","Adipose Tissue"
"4467","GTEX-14E1K-0626-SM-5S2PG","Adrenal Gland"
"4468","GTEX-14E1K-0726-SM-62LDU","Blood Vessel"
"4469","GTEX-14E1K-0826-SM-5ZZW9","Heart"
"4470","GTEX-14E1K-0926-SM-5S2U4","Blood Vessel"
"4471","GTEX-14E1K-1026-SM-73KUR","Heart"
"4472","GTEX-14E1K-1126-SM-73KV4","Esophagus"
"4473","GTEX-14E1K-1226-SM-5S2PD","Esophagus"
"4474","GTEX-14E1K-1426-SM-5YY8V","Esophagus"
"4475","GTEX-14E1K-1526-SM-664MN","Stomach"
"4476","GTEX-14E1K-1626-SM-664MO","Colon"
"4477","GTEX-14E1K-1826-SM-793DT","Colon"
"4478","GTEX-14E1K-1926-SM-73KWS","Testis"
"4479","GTEX-14E1K-2026-SM-7DUEI","Skin"
"4480","GTEX-14E1K-2126-SM-793DU","Adipose Tissue"
"4481","GTEX-14E1K-2326-SM-664MP","Muscle"
"4482","GTEX-14E1K-2526-SM-5ZZWA","Blood Vessel"
"4483","GTEX-14E1K-2626-SM-664OJ","Salivary Gland"
"4484","GTEX-14E6C-0005-SM-5O98N","Blood"
"4485","GTEX-14E6C-0011-R9a-SM-6EU33","Brain"
"4486","GTEX-14E6C-0126-SM-5RQIP","Skin"
"4487","GTEX-14E6C-0226-SM-5S2N3","Adipose Tissue"
"4488","GTEX-14E6C-0326-SM-5Q5EE","Heart"
"4489","GTEX-14E6C-0426-SM-5YYA8","Heart"
"4490","GTEX-14E6C-0626-SM-664NA","Blood Vessel"
"4491","GTEX-14E6C-0726-SM-664NB","Esophagus"
"4492","GTEX-14E6C-0926-SM-5S2V9","Esophagus"
"4493","GTEX-14E6C-1026-SM-5SI6P","Nerve"
"4494","GTEX-14E6C-1126-SM-62LDM","Blood Vessel"
"4495","GTEX-14E6C-1226-SM-5ZZUN","Adipose Tissue"
"4496","GTEX-14E6C-1326-SM-62LEQ","Breast"
"4497","GTEX-14E6C-1426-SM-5ZZWH","Lung"
"4498","GTEX-14E6C-1526-SM-664ND","Muscle"
"4499","GTEX-14E6C-2226-SM-5QGQG","Colon"
"4500","GTEX-14E6C-2426-SM-5S2NF","Skin"
"4501","GTEX-14E6C-2626-SM-5RQJP","Thyroid"
"4502","GTEX-14E6C-2826-SM-664NC","Prostate"
"4503","GTEX-14E6D-0005-SM-5N9D7","Blood"
"4504","GTEX-14E6D-0011-R10a-SM-5YY9C","Brain"
"4505","GTEX-14E6D-0011-R11b-SM-664NP","Brain"
