Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut
CNKSR2	1	15	0	19	0	12	1	3	0	8	0	11	2	34	0	8	0	8	0	4	1	14	0	26	0	9	4	12	0	30
CNKSR3	73	24	0	6	7	1	11	1	0	3	0	6	16	15	0	3	0	3	0	5	0	18	0	17	0	13	0	18	0	45
CNN1	0	3	0	4	0	1	8	0	0	1	0	1	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0
CNN2	1122	4421	9975	5121	3271	5486	30	9971	700	651	982	1411	1921	1242	479	580	1332	1542	1926	965	957	1438	546	1729	844	1332	1897	720	1003	1996
CNN3	381	1	9	3	10	3	0	3	76	1	1	2	1	3	6	0	49	0	301	0	113	0	39	3	0	1	23	1	9	0
CNNM1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM2	9	1	0	5	3	3	12	11	0	0	3	0	0	2	0	3	0	3	0	1	0	0	2	4	0	1	5	2	0	2
CNNM3	233	434	436	424	126	519	6	317	150	308	223	650	231	511	299	906	0	506	0	365	1	706	0	867	0	365	210	295	86	535
CNNM4	4	63	69	66	11	84	4	29	0	44	52	96	38	107	79	119	47	91	0	97	0	81	0	122	44	49	41	63	19	87
CNOT1	397	962	532	894	158	1137	4	791	386	408	247	926	468	760	93	330	224	890	1754	519	363	748	4	990	314	573	528	477	95	868
CNOT10	3	44	50	69	13	58	0	32	7	32	1	25	4	14	5	2	0	44	24	17	83	22	19	12	10	28	8	6	1	14
CNOT2	581	283	457	306	19	375	0	140	68	82	73	158	64	116	77	22	172	164	0	91	0	134	10	93	155	138	34	98	15	74
CNOT3	250	251	262	343	253	342	2	340	138	178	165	469	373	306	261	608	263	494	0	267	1	484	160	723	80	320	483	126	184	531
CNOT4	107	259	247	318	47	478	1	121	19	92	8	227	46	143	4	13	53	193	0	87	55	85	0	77	0	195	57	126	4	62
CNOT6	4	250	205	350	13	356	1	116	183	83	80	447	92	306	32	27	12	209	0	167	0	279	3	284	0	248	62	140	10	404
CNOT6L	679	952	632	1179	147	1642	1	725	197	540	312	1237	1016	1219	257	572	730	1044	1142	892	96	1078	711	1453	59	1042	321	757	74	1287
CNOT7	202	572	237	353	38	579	4	359	37	645	24	748	143	693	22	513	14	806	726	669	1	611	2	778	0	698	154	479	52	452
CNOT8	8	106	23	55	3	115	0	59	0	7	1	16	4	8	0	0	11	15	0	6	0	10	0	10	1	12	12	11	0	7
CNP	88	85	26	94	0	227	1	109	25	96	17	177	92	267	49	153	79	87	0	176	1	200	352	237	0	156	115	164	5	347
CNPPD1	185	862	1007	1292	468	928	3	1045	74	409	524	1103	656	860	442	416	257	994	192	779	1001	1114	442	1538	867	908	432	371	182	981
CNPY1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNPY2	3	87	9	112	4	96	1	68	24	57	28	123	121	159	13	50	106	106	0	145	0	53	1	88	0	73	30	100	14	190
CNPY3	1647	3199	3533	2526	3119	3757	46	3128	296	893	440	1654	1058	1335	750	1964	870	1511	981	1150	273	1604	220	2826	223	1275	893	525	347	1899
CNPY4	1	94	6	78	0	31	0	79	31	30	4	25	33	44	0	11	0	45	0	52	0	14	113	33	20	24	7	37	17	29
CNR1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNR2	0	67	0	26	10	22	0	12	18	9	0	13	12	12	0	18	8	9	0	11	0	15	0	22	0	9	0	36	0	39
CNRIP1	0	3	0	1	0	0	1	0	0	1	0	0	0	1	15	0	0	2	0	2	0	0	0	0	0	0	3	0	0	1
CNST	0	98	57	173	0	131	0	35	20	22	16	67	73	79	7	20	0	37	0	60	26	63	0	82	0	46	16	49	12	111
CNTD1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTD2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTF	0	4	5	1	0	4	0	0	0	3	3	7	0	5	16	5	0	9	0	1	0	4	0	4	0	2	5	4	5	5
CNTFR	167	15	1	21	0	0	0	30	0	5	0	0	0	0	19	0	0	8	0	5	0	0	0	0	22	0	1	3	3	0
CNTLN	0	51	143	137	24	78	0	21	4	71	8	130	12	57	5	8	0	131	0	80	0	143	0	95	4	77	19	26	33	28
CNTN1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN2	0	1	5	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CNTN3	1	0	0	0	0	0	2	0	61	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN4	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
CNTN5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN6	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CNTNAP1	0	0	3	11	0	8	6	7	69	3	0	2	0	2	4	0	1	0	0	1	0	2	0	4	0	4	0	0	6	0
CNTNAP2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CNTNAP3	706	387	3253	1103	128	876	3	725	2202	473	4891	1082	781	448	3312	1007	2256	803	770	409	1181	719	1222	1266	1569	448	1554	186	592	752
CNTNAP3B	11	16	31	13	1	20	0	9	33	20	39	31	9	8	47	23	26	23	7	9	17	16	21	53	15	11	20	1	7	11
CNTNAP4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTRL	33	331	83	154	28	311	8	58	0	250	11	290	61	356	9	205	0	136	75	179	0	183	1	320	28	169	67	261	11	202
CNTROB	6	22	20	21	4	21	7	31	0	2	8	11	12	10	0	1	0	5	1	9	0	10	58	5	0	4	18	9	0	12
COA1	119	313	623	403	135	419	0	216	280	292	150	610	202	352	111	467	362	543	0	307	3	324	71	523	3	210	242	209	57	308
COA3	30	30	3	33	0	63	0	12	5	15	0	43	33	49	7	6	11	16	208	37	0	39	1	27	0	27	5	32	1	56
COA4	5	2	4	20	0	25	7	1	4	0	0	1	0	10	2	0	0	2	5	3	0	0	0	0	0	0	3	2	0	1
COA5	94	247	92	118	64	235	0	129	0	160	26	201	87	215	62	123	41	312	78	214	179	162	0	318	27	194	38	129	23	229
COA6	7	0	2	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	3	0	0
COASY	122	289	94	280	47	342	10	272	99	140	9	186	92	167	28	196	81	261	0	176	7	228	100	347	1	72	32	93	16	97
COBL	33	0	0	0	1	0	0	1	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COBLL1	127	0	4	10	0	14	1	0	0	4	0	38	16	77	8	1	11	2	0	24	0	2	0	12	18	8	3	16	5	8
COBRA1	11	77	36	103	5	80	0	47	0	2	1	18	4	9	1	0	0	24	0	8	1	9	5	5	0	13	6	7	4	12
COCH	0	4	13	13	4	11	1	1	0	8	0	115	18	33	0	2	143	7	0	5	0	18	0	55	0	17	6	14	0	9
COG1	158	184	70	163	60	222	0	116	79	65	7	117	48	132	10	106	0	113	0	73	0	130	0	216	101	73	49	95	0	135
COG2	0	52	1	73	0	87	0	14	5	26	0	53	32	70	1	9	34	9	3	28	5	22	178	39	0	20	3	37	0	76
COG3	141	63	41	81	1	115	0	58	9	52	25	90	74	88	20	46	0	93	120	54	1	72	0	122	0	59	27	29	7	126
COG4	40	159	159	234	96	381	1	117	0	154	16	228	154	246	119	297	8	227	0	172	0	306	86	456	87	85	58	166	43	310
COG5	155	386	217	211	70	509	1	210	27	100	15	153	14	143	16	43	14	118	0	105	0	112	0	141	18	96	32	92	22	124
COG6	9	25	11	31	2	46	1	5	3	10	1	17	0	13	0	1	0	6	22	1	0	4	0	2	2	3	1	6	0	1
COG7	0	19	4	12	0	15	0	5	18	5	7	10	15	10	4	4	0	5	0	2	0	13	0	21	0	6	3	11	0	31
COG8	123	122	41	151	1	216	0	94	0	85	16	206	101	151	30	70	208	177	0	146	3	176	307	249	0	92	56	102	14	218
COIL	149	511	32	251	7	126	0	635	1	214	3	119	24	130	5	21	62	396	0	260	1	45	5	24	25	187	13	276	0	43
COL10A1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
COL11A1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL11A2	0	4	0	5	0	4	2	3	1	2	0	5	0	3	17	7	1	7	0	1	0	2	0	5	0	1	0	2	0	3
COL12A1	107	0	0	0	0	0	0	0	291	0	8	1	0	0	5	0	192	0	0	0	0	0	0	0	0	0	16	0	10	0
COL13A1	0	234	14	2	2	6	1	3	0	0	0	2	0	1	1	1	0	2	0	5	0	2	0	10	0	9	0	0	0	0
COL14A1	125	0	0	0	0	0	0	0	16	0	0	0	5	0	4	0	40	0	0	0	0	0	0	0	0	0	26	1	5	0
COL15A1	85	1	3	6	0	1	1	0	70	0	3	3	6	0	19	0	7	1	0	0	84	0	93	0	0	0	10	3	0	0
COL16A1	33	0	0	0	0	0	2	0	0	0	3	0	2	0	3	0	33	0	0	0	23	0	0	0	0	0	17	0	0	0
COL17A1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL18A1	85	0	11	0	0	1	0	0	38	0	8	0	12	0	214	1	74	1	120	0	0	1	522	5	101	0	22	1	0	0
COL19A1	0	0	0	24	0	12	0	0	0	2	0	26	18	46	0	0	0	1	0	2	0	0	1	3	0	23	0	3	0	7
COL1A1	410	18	84	19	1	0	2	14	2090	2	210	1	60	1	541	2	3577	5	1066	5	225	5	2991	0	279	0	336	3	157	0
COL1A2	2072	0	65	1	1	0	8	0	4304	0	163	0	106	3	1275	0	2266	0	281	0	356	2	4024	0	393	0	546	0	89	0
COL20A1	4	21	0	14	0	0	5	16	0	3	0	1	0	0	0	0	0	10	0	10	0	1	0	0	0	3	0	0	0	0
COL21A1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
COL22A1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
COL23A1	1	1	0	0	9	2	25	0	0	0	8	0	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0
COL24A1	0	0	0	3	0	1	2	2	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	2
COL25A1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL27A1	2	8	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	1	0
COL28A1	1	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	1	2	1	0	0	3	0	0	0	0	1
COL2A1	8	1	0	0	4	0	0	3	7	0	9	0	1	0	2	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0
COL3A1	823	0	35	2	0	0	1	0	416	0	28	0	43	0	253	0	1884	0	993	0	213	1	2507	0	247	0	167	0	47	0
COL4A1	646	45	3	19	6	6	1	66	55	7	13	9	11	4	10	1	118	60	0	23	289	0	0	0	5	11	28	21	26	0
COL4A2	1062	5	1	15	7	7	1	7	601	0	23	0	11	0	121	0	28	0	192	0	101	0	129	0	0	0	17	0	43	0
COL4A3	4	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
COL4A3BP	198	552	485	634	50	886	4	426	31	112	56	342	53	217	27	24	94	311	118	203	74	256	36	221	12	291	139	107	28	147
COL4A4	0	1	0	3	0	1	0	1	0	1	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2
COL4A5	0	0	0	0	0	0	1	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
COL5A1	128	0	2	0	0	0	0	0	35	0	8	0	0	0	4	0	123	0	0	0	0	0	109	0	1	0	12	0	0	0
COL5A2	460	0	3	0	0	0	1	1	24	0	1	0	2	1	45	0	226	0	44	0	0	0	644	2	0	0	24	1	3	0
COL5A3	7	0	0	0	1	0	6	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	32	0	0	0	0	0	0	0
COL6A1	317	0	6	0	0	0	2	0	97	1	3	0	0	0	9	0	57	0	32	0	14	0	28	0	24	0	10	0	9	0
COL6A2	2547	23	76	155	2	79	0	29	3230	31	273	68	202	100	1875	41	1819	12	1279	18	964	8	6881	46	250	23	550	55	202	183
COL6A3	118	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	2	0	0	0
COL6A4P1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
COL6A4P2	0	3	0	1	0	1	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	3	0	0
COL6A5	56	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL6A6	2	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	99	0	688	1	0	0	0	0	0	0	0	0	0	0
COL7A1	0	46	12	39	0	15	19	63	0	5	2	9	0	4	3	3	1	22	0	9	0	10	18	7	0	14	8	10	4	2
COL8A1	129	0	20	0	1	0	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0
COL8A2	1	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL9A1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL9A2	4	224	124	141	78	99	3	17	23	53	258	128	249	187	435	320	183	82	0	152	1	285	434	247	788	119	126	136	160	413
COL9A3	37	246	92	139	0	26	1	115	0	107	17	311	188	165	88	66	133	205	140	200	2	144	1	265	1	297	30	106	72	176
COLEC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLEC11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLEC12	150	0	13	0	1	13	0	0	82	0	0	0	2	4	30	0	15	1	145	1	0	0	790	3	150	0	45	0	0	0
COLQ	2	3	0	36	2	20	5	7	0	7	0	35	4	23	0	2	4	6	0	16	0	2	0	14	0	5	0	7	0	9
COMMD1	248	94	37	53	0	144	1	23	85	61	0	55	43	110	5	24	0	35	0	50	41	28	0	64	0	53	8	67	0	110
COMMD10	161	52	24	44	0	68	0	15	3	39	10	39	23	74	2	17	0	27	0	43	0	23	1	42	0	17	9	38	3	49
COMMD2	11	133	44	130	11	118	16	149	0	8	2	29	16	32	0	4	0	59	0	39	0	9	0	15	9	31	15	19	2	17
COMMD3	49	157	27	74	34	170	2	41	16	56	0	99	35	106	0	52	16	67	0	102	0	66	49	87	0	77	8	57	0	56
COMMD4	85	129	45	217	0	67	1	159	38	62	0	42	18	52	2	5	5	158	23	100	15	23	1	21	58	57	9	97	0	56
COMMD5	1	36	55	28	0	24	0	35	16	30	26	41	42	25	0	41	21	61	0	34	1	67	0	79	1	35	13	20	0	39
COMMD6	0	4	6	7	0	2	0	4	0	3	0	1	0	0	0	0	0	6	0	3	0	0	0	2	0	3	1	0	1	2
COMMD7	0	2	0	4	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
COMMD8	20	121	23	68	4	119	0	50	1	66	1	33	8	29	0	5	5	55	0	46	0	41	7	31	3	36	6	36	2	14
COMMD9	13	56	28	89	14	87	2	36	0	11	2	29	12	22	0	8	4	11	0	21	0	20	0	18	0	8	3	13	11	24
COMP	1	82	0	71	2	9	7	159	0	23	0	4	0	3	0	0	11	60	0	35	15	1	0	0	0	9	1	23	0	0
COMT	85	38	8	67	0	176	8	8	53	43	0	247	121	265	24	55	42	34	0	165	0	71	1	113	0	66	24	73	17	203
COMTD1	4	9	3	15	12	27	5	17	5	3	0	2	2	7	0	1	0	1	0	0	0	5	0	2	22	1	0	5	0	4
COPA	437	249	1071	258	57	320	0	162	274	148	1731	583	638	460	765	153	429	455	2229	301	1095	344	519	660	1536	412	443	265	653	938
COPB1	106	310	315	363	15	370	1	189	122	295	120	574	250	496	98	223	119	625	215	319	210	561	0	678	209	378	286	299	41	582
COPB2	118	339	282	439	10	469	3	249	0	57	16	159	50	116	6	14	51	104	0	92	0	117	19	110	0	117	57	58	15	86
COPE	534	1851	1951	1477	988	2071	8	2318	665	528	430	1572	1481	1311	622	1629	497	1397	476	1028	2	1502	844	2589	176	1191	797	728	523	2494
COPG1	124	441	284	500	67	669	4	627	375	178	90	378	192	307	97	266	59	354	51	213	39	465	1	658	24	215	155	130	44	396
COPG2	19	102	32	35	56	60	0	14	22	13	0	17	29	33	27	14	0	6	0	13	0	22	92	26	53	11	6	5	10	36
COPS2	460	399	136	367	4	442	14	163	89	383	90	494	132	532	104	348	190	477	0	469	217	423	1	533	0	406	90	323	18	304
COPS3	89	348	47	249	51	854	0	45	258	430	68	705	223	596	24	268	107	653	0	607	2	639	2	729	164	320	116	275	17	399
COPS4	85	47	13	47	0	38	3	22	10	28	3	29	13	41	0	5	0	18	0	20	0	17	43	25	0	25	7	30	0	25
COPS5	9	181	83	125	16	212	0	108	4	18	3	51	29	42	4	6	10	44	0	25	30	34	19	26	0	36	9	20	8	32
COPS6	255	379	203	384	59	466	13	214	18	141	35	370	284	409	1	43	221	269	0	339	2	336	191	375	617	349	138	288	38	453
COPS7A	3	254	132	243	94	424	1	177	56	111	31	293	184	262	40	209	217	358	0	188	0	276	139	450	0	206	91	129	57	399
COPS7B	96	136	31	191	5	256	1	58	24	58	5	120	48	141	0	33	4	94	0	89	0	84	0	120	0	65	6	77	2	121
COPS8	280	1119	119	541	1	501	30	1325	118	817	72	537	143	595	152	401	167	1258	0	1124	0	193	1	310	197	718	76	915	17	257
COPZ1	219	477	316	379	93	843	4	242	104	286	28	555	205	647	28	227	0	513	0	476	0	425	113	604	43	367	93	466	50	544
COPZ2	30	0	0	0	0	0	1	0	0	0	0	0	1	3	0	1	5	0	28	0	0	0	0	0	0	0	2	1	0	0
COQ10A	0	3	1	10	0	16	0	8	0	4	0	8	25	12	14	1	0	0	0	4	0	3	0	16	0	3	0	7	0	17
COQ10B	310	732	1287	717	106	953	2	769	119	145	42	143	63	157	61	32	73	312	88	183	1	253	45	198	64	240	119	68	41	126
COQ2	38	64	438	137	71	114	7	85	65	61	39	99	19	53	26	27	1	121	0	53	0	111	0	121	9	75	86	36	25	85
COQ3	1	6	2	14	0	10	0	1	0	3	2	2	4	7	2	1	0	3	0	2	0	2	0	0	0	2	0	5	1	4
COQ4	83	27	15	48	0	50	0	13	0	33	0	52	23	130	0	29	0	33	0	57	0	35	0	68	0	26	16	61	0	89
COQ5	71	77	2	39	4	15	11	72	0	43	2	18	2	36	0	10	0	82	0	73	0	7	0	18	7	21	3	22	0	14
COQ6	0	18	1	25	0	37	0	7	0	15	4	19	12	40	0	7	0	11	0	12	0	17	0	18	0	9	0	37	0	18
COQ7	27	26	35	16	2	12	2	9	2	6	4	17	5	9	24	37	1	7	4	5	0	10	0	26	0	13	2	2	0	10
COQ9	68	42	9	34	3	40	0	28	190	52	10	134	162	177	0	85	1	108	0	132	2	110	1	210	51	104	43	66	27	137
CORIN	0	14	16	8	0	13	0	23	22	31	0	6	0	0	0	2	0	67	0	18	0	25	0	135	0	22	8	0	0	5
CORO1A	2237	9015	15998	11390	7495	6852	25	12460	4828	901	5910	2280	20402	1983	13012	3481	8702	1688	8737	1350	3040	1734	5162	4199	2338	1706	7603	958	5566	11779
CORO1B	79	197	133	203	168	294	1	216	12	144	51	371	202	270	101	395	93	282	0	315	0	423	757	583	0	239	154	76	64	281
CORO1C	837	1490	2524	2510	1154	2315	6	1521	191	340	642	931	2360	580	352	649	2189	886	468	493	664	794	861	1662	194	644	677	240	607	1728
CORO2A	55	95	84	35	0	15	2	15	0	1	3	27	0	11	0	0	0	4	38	6	0	17	0	4	4	6	6	8	0	10
CORO2B	4	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CORO6	2	40	13	30	0	16	0	11	130	3	22	8	35	33	19	4	0	6	0	16	0	15	0	7	0	12	13	12	26	26
CORO7	98	334	359	302	139	270	0	333	26	75	24	131	69	89	77	127	38	144	100	66	1	143	59	161	93	86	65	57	42	136
CORT	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
COTL1	1987	9660	9020	7743	3980	7972	22	10683	2234	1626	2993	3392	8085	3146	4359	4159	3175	2917	3776	2221	1894	2513	808	5447	1153	3454	5583	1809	2347	9925
COX10	0	21	0	104	0	99	0	5	48	72	7	60	37	85	0	17	0	11	0	30	1	14	0	41	0	16	8	41	0	64
COX11	0	14	6	21	0	33	2	1	0	13	0	18	6	20	0	0	0	1	0	11	0	4	0	2	0	7	0	13	0	9
COX14	140	31	22	19	0	39	0	17	0	11	2	7	10	10	0	3	0	27	0	18	0	17	7	9	0	23	3	11	0	12
COX15	1	177	154	252	1	316	0	186	0	102	26	241	125	236	16	102	31	256	0	155	0	235	53	273	0	207	107	125	13	242
COX16	0	44	5	77	9	196	1	15	8	40	2	75	20	100	2	8	0	14	0	69	0	8	0	34	33	52	6	45	0	39
COX17	205	1147	326	522	110	634	30	883	95	670	35	476	138	513	56	293	155	911	0	937	155	257	95	240	214	550	87	650	31	338
COX18	29	12	0	47	0	34	0	12	0	12	6	32	1	36	0	1	0	8	0	20	0	16	0	7	0	12	10	11	0	19
COX19	122	117	70	76	84	130	2	80	0	96	5	90	17	58	12	33	18	77	46	95	1	71	0	67	0	66	14	36	0	44
COX20	1	316	14	172	20	120	7	498	0	263	8	164	79	169	11	326	69	324	0	596	204	45	0	85	157	246	12	255	19	86
COX4I1	860	1169	689	875	146	1020	11	956	216	577	499	1604	3371	1534	1136	1846	1239	1160	2605	900	1335	1017	4004	2526	923	1320	1236	792	408	3812
COX4I2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
COX5A	206	173	114	169	44	363	4	127	0	77	27	234	168	269	13	70	30	152	38	206	1	160	0	190	0	147	44	166	18	251
COX5B	1003	1840	907	722	748	1370	6	1479	313	583	92	965	394	725	156	919	123	910	215	732	2	733	212	1195	58	635	197	410	200	863
COX6A1	2819	3257	2156	1967	2223	2841	29	3768	472	1057	201	1510	915	1325	288	1180	310	1764	43	1408	250	1282	463	1844	205	1450	590	986	299	978
COX6A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
COX6B1	1320	3475	1963	1488	1636	3214	11	2478	1029	2050	641	3545	2535	3160	557	2631	1109	3222	472	2784	970	2608	1047	4102	588	2976	1125	2008	476	4224
COX6B2	18	113	1	72	2	13	3	239	0	27	0	6	0	6	0	3	4	46	0	25	12	0	0	0	23	17	0	19	0	0
COX6C	345	149	15	172	11	87	1	46	10	27	1	49	26	62	1	3	17	19	0	27	1	17	9	9	12	19	7	48	3	52
COX7A1	102	5	2	8	3	2	5	10	0	3	0	0	0	0	0	0	34	0	0	2	1	0	0	0	1	0	2	2	7	0
COX7A2	54	2	3	2	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0
COX7A2L	121	61	106	72	23	109	0	66	6	20	5	44	21	44	10	69	9	19	34	40	1	17	23	100	0	13	4	10	0	44
COX7B	194	1096	817	666	326	1056	4	926	178	503	167	791	794	745	100	408	360	843	312	595	429	593	3	890	102	624	228	390	154	737
COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX7C	723	1014	195	456	172	607	22	844	22	136	14	119	79	143	20	86	44	164	26	218	12	52	93	103	31	84	19	122	8	128
COX8A	159	463	533	362	509	511	5	406	36	136	94	493	273	314	33	53	204	395	248	228	66	268	118	336	216	272	192	260	99	520
CP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0
CPA1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
CPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPA3	146	2	1	11	0	9	0	9	24	7	0	2	0	15	0	6	0	73	0	8	0	5	0	86	0	16	16	2	0	4
CPA4	1	0	0	0	42	0	0	0	0	0	0	0	5	0	0	0	63	0	0	0	0	0	161	0	0	0	0	0	0	0
CPA5	1	0	0	4	2	9	4	2	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	9	0	0	0	0	0	0
CPA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CPAMD8	48	187	5	293	23	5	5	8	0	306	0	139	0	93	0	233	55	426	0	646	0	2	0	5	31	139	3	493	0	1
CPB1	0	0	0	0	1	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0
CPB2	3	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPD	1513	2176	9422	1891	787	2982	13	3056	5410	579	2492	1592	2450	1164	5480	1142	3125	1163	2279	749	3701	1044	2693	1919	2000	1323	5319	543	2745	2849
CPE	1093	0	36	0	0	0	1	2	129	0	16	0	42	0	17	0	45	0	0	1	1	1	1427	1	63	0	64	0	24	0
CPEB1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CPEB2	0	102	149	122	70	170	2	86	0	34	6	110	23	38	4	51	0	78	0	46	0	119	34	93	16	69	39	17	33	57
CPEB3	0	30	37	26	35	68	0	37	1	0	2	18	2	0	0	0	0	19	0	3	0	4	3	4	0	9	1	2	1	2
