"term","estimate","std.error","statistic","p.value","log2fc","colind","labtext","patient","t6820.ind","direction","patnum","protval","nudgeval","patval","sizeval","pointlab"
"o__Solirubrobacterales",2069.94435945627,297930.319403568,0.0069477465858464,0.994456544865007,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"o__Sphingobacteriales",-6303.9439805117,928128.978748951,-0.00679209907766154,0.994580730678029,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"o__Sphingomonadales",-0.762559285152888,25.3471194351956,-0.0300846526999846,0.975999540562784,-0.0137096709083847,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"o__unclassified-c__Acidobacteria",-290.27720838849,518.934594852289,-0.559371472374308,0.575908226526533,-1.33047878828633,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"b",NA
"o__unclassified-c__Alphaproteobacteria",1414.59499942119,203604.864118701,0.00694774658525097,0.994456544865483,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"o__unclassified-c__Chloroplast",-57740.3033108446,8310651.89178965,-0.00694774658626817,0.994456544864671,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"o__unclassified-c__Cyanobacteria",655.443305895856,100609.223485355,0.00651474371026492,0.994802023344673,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"o__Verrucomicrobiales",8.47534136178906,11.128670253066,0.761577184790253,0.446312396035756,1.09532029507405,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"b",NA
"o__Xanthomonadales",14.2580170746783,43.8102727181555,0.325449174133299,0.744841143717016,0.313278354487242,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"f__Acidaminococcaceae",2334.98361651384,336077.832987697,0.00694774658523615,0.994456544865494,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Aeromonadaceae",3067.97039721375,441577.763318595,0.00694774658523787,0.994456544865493,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"f__Alcaligenaceae",1982.25436611797,285308.961923271,0.00694774658586106,0.994456544864996,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"f__Bacillaceae",2443.73157304488,351730.095915948,0.00694774658586183,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Bacteroidaceae",-0.813254260924456,14.5869318725712,-0.0557522492069546,0.9555391753487,-0.0853649452728795,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"a",NA
"f__Bradyrhizobiaceae",-33.2736124317708,35.1795575188523,-0.945822368969248,0.34423919428977,-0.497859708919274,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"f__Brevibacteriaceae",-996.83762949906,143476.394413911,-0.00694774658626639,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Brucellaceae",-5611.2421515715,804977.093236357,-0.0069706854998965,0.994438242702844,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"f__Burkholderiaceae",-4.87802843516737,4.78310146928361,-1.01984632073841,0.307801350984482,-0.39566358297029,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"f__Caulobacteraceae",15.8873596315861,42.3426262396305,0.375209594739695,0.707504595038167,0.28533000178718,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"f__Chromatiaceae",6773.20783029915,974878.364748573,0.00694774658584818,0.994456544865006,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"f__Comamonadaceae",34.0530096331393,20.7822792101552,1.63855991389527,0.101304946563876,1.85006700305293,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"b",NA
"f__Coriobacteriaceae",-4575.74401956453,658593.971836747,-0.00694774658626661,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Corynebacteriaceae",917.286509286425,132026.477641623,0.00694774658592602,0.994456544864944,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Deinococcaceae",3141.1089126912,452104.703900155,0.00694774658523548,0.994456544865495,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Dermabacteraceae",-4964.25139490534,714512.44418128,-0.00694774658626639,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Enterobacteriaceae",-79.1687389268869,60.6281441443962,-1.30580838394679,0.191617728234902,-1.61488720935232,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"f__Enterococcaceae",-107.446225009505,104.327818443016,-1.02989046079012,0.303061429197966,-1.46963915312299,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"b",NA
"f__Erysipelotrichaceae",4549.23812721857,898962.883773443,0.00506054055104356,0.995962290058679,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Eubacteriaceae",2821.8075572856,406147.161877389,0.00694774658584829,0.994456544865006,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Family XI",55.0719025017841,205.67704092015,0.267759115239141,0.78888474319144,0.537104787346918,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"a",NA
"f__FamilyII",6213.20081649392,1145667.548023,0.00542321446323204,0.995672922120673,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Flammeovirgaceae",1452.40650096102,209047.132478826,0.00694774658584773,0.994456544865006,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Flavobacteriaceae",1277.63559420613,183892.083342055,0.00694774658585828,0.994456544864998,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Gemmatimonadaceae",11761.9268275612,1692912.46912988,0.0069477465858625,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Geodermatophilaceae",2802.95360920582,403433.48369297,0.00694774658649551,0.99445654486449,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Kineosporiaceae",3971.19728812461,578827.60012116,0.00686076007310875,0.994525948406288,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Lachnospiraceae",15.1933257460247,25.3607300763725,0.599088657947576,0.549113764688029,0.820902289810142,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"a",NA
"f__Lactobacillaceae",1581.01842692212,227558.44753177,0.0069477465858585,0.994456544864998,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Methylobacteriaceae",-100.960075433626,155.066072607249,-0.651077787269025,0.514996274556895,-1.17437654799573,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"f__Micrococcaceae",28.9687181787999,108.473884461652,0.267057073899119,0.789425217646878,0.535589949016256,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"a",NA
"f__Mitochondria",48.7513051543182,127.925601727189,0.381091075563468,0.703135669331676,0.604873154948969,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"f__Moraxellaceae",-8.80205385054618,47.2900035168911,-0.186129270373225,0.852343388534697,-0.0994778770926882,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"f__Mycobacteriaceae",-1064.42230388429,153203.961985068,-0.00694774658626672,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Neisseriaceae",3486.22207908329,501777.380046888,0.0069477465858615,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"f__Oxalobacteraceae",3.18909886644641,40.4661502061474,0.0788090502852417,0.937184505353341,0.0242058647121347,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"f__Patulibacteraceae",2069.94435945627,297930.319403568,0.0069477465858464,0.994456544865007,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Peptostreptococcaceae",2261.59841711002,325515.386774901,0.00694774658585939,0.994456544864997,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Phyllobacteriaceae",0.188716815062912,8.73480392509615,0.02160515756063,0.982762919354648,0.00997018281889497,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"f__Pinus wallichiana",-308.065642664575,44340.3683250965,-0.00694774658626844,0.994456544864671,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Porphyromonadaceae",-114.344946642985,121.755353236055,-0.939136913522785,0.347660454069996,-2.28480666969058,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Prevotellaceae",-33582.9264529578,4833642.97128263,-0.00694774658626606,0.994456544864673,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Propionibacteriaceae",28.3017726295253,93.5243303269915,0.30261400996482,0.762184036399407,0.436447469517111,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"a",NA
"f__Pseudomonadaceae",-16.7832407988045,14.1199287954964,-1.18862078144173,0.23458892641343,-1.77764919450365,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"f__Rhizobiaceae",-74.7745699363271,78.4857572700704,-0.952715149055987,0.340734415650767,-0.90918024946894,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"f__Rhodobacteraceae",2.75476856129534,77.3778870969795,0.0356014963014268,0.971600115203583,0.0689503873860293,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"f__Rhodocyclaceae",166.167200605952,91.6129418646011,1.81379614303335,0.0697091165431293,1.75260655180209,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"b",NA
"f__Rhodospirillaceae",-1136.52187745942,163581.366036854,-0.00694774658626683,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"f__Rikenellaceae",687.343621272202,98930.4392120913,0.00694774658584751,0.994456544865007,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Rubrobacteriaceae",2243.36215784141,322890.613541697,0.00694774658586261,0.994456544864994,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__Ruminococcaceae",-45.2501486491993,59.8449373838897,-0.75612325164502,0.449575302400849,-0.716182322997203,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"a",NA
"f__Sphingobacteriaceae",-6303.9439805117,928128.978748951,-0.00679209907766154,0.994580730678029,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__Sphingomonadaceae",-3.48751428191707,25.4072098498662,-0.137264748963981,0.890821532898828,-0.0636011955642589,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"f__Staphylococcaceae",-90.7128201483584,144.721656753832,-0.626808883916101,0.530784519397346,-1.01206615740711,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"b",NA
"f__Streptococcaceae",-54.2115051192179,113.484085961024,-0.477701385706512,0.632862757908019,-0.953854446400363,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"a",NA
"f__Trueperaceae",2204.07385385122,317235.786684589,0.00694774658586239,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__unclassified-c__Acidobacteria",-290.27720838849,518.934594852289,-0.559371472374308,0.575908226526533,-1.33047878828633,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"b",NA
"f__unclassified-c__Alphaproteobacteria",1414.59499942119,203604.864118701,0.00694774658525097,0.994456544865483,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"f__unclassified-c__Chloroplast",-57740.3033108446,8310651.89178965,-0.00694774658626817,0.994456544864671,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"f__unclassified-c__Cyanobacteria",718.336855344687,103391.343729889,0.00694774658525908,0.994456544865476,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"f__unclassified-o__Oligoflexales",-1640.85959867873,236171.480681555,-0.00694774658626628,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"f__unclassified-o__Rhizobiales",-7874.53621971574,1133394.27711443,-0.0069477465862665,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"f__unclassified-o__Sphingomonadales",1972.61155258536,283921.056735803,0.0069477465858439,0.994456544865009,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"f__Verrucomicrobiaceae",8.47534136178906,11.128670253066,0.761577184790253,0.446312396035756,1.09532029507405,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"b",NA
"f__Xanthomonadaceae",14.2580170746783,43.8102727181555,0.325449174133299,0.744841143717016,0.313278354487242,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"g__*Cardinium",1452.40650096102,209047.132478826,0.00694774658584773,0.994456544865006,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Achromobacter",1982.25436611797,285308.961923271,0.00694774658586106,0.994456544864996,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"g__Acidovorax",6.04001545880503,28.513778102063,0.21182796040515,0.832241254226727,0.129078796450636,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"g__Acinetobacter",4.10620659210207,50.913849588354,0.0806500907965388,0.935720229222265,0.0507480464853893,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"g__Aeromonas",3067.97039721375,441577.763318595,0.00694774658523787,0.994456544865493,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"g__Afipia",7488.15754571754,1077782.19213628,0.00694774658586183,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"g__Afipia-Bradyrhizobium",803.258854725654,115614.299514391,0.00694774658584223,0.994456544865011,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"g__Agrobacterium-Rhizobium",-31.3353186853743,85.5640234306649,-0.366220724891066,0.714200378585836,-0.367198426873786,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"g__Akkermansia",8.47534136178906,11.128670253066,0.761577184790253,0.446312396035756,1.09532029507405,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"b",NA
"g__Alistipes",687.343621272202,98930.4392120913,0.00694774658584751,0.994456544865007,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Anaerobacillus",2443.73157304488,351730.095915948,0.00694774658586183,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Anaerofustis",2821.8075572856,406147.161877389,0.00694774658584829,0.994456544865006,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Aquabacterium",91.4822494851484,121.491267511464,0.752994444448577,0.45145325246146,1.94834516208659,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"b",NA
"g__Aquabacterium-Chlorochromatium",-1213.76012965733,174698.388115711,-0.0069477465862673,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"g__Atopobium",-4575.74401956453,658593.971836747,-0.00694774658626661,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Bacteroides",-0.813254260924456,14.5869318725712,-0.0557522492069546,0.9555391753487,-0.0853649452728795,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"a",NA
"g__Barnesiella",-86.8553561913707,126.919443503605,-0.684334517972446,0.493763954964682,-2.07285100961604,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Blastocatella",-290.27720838849,518.934594852289,-0.559371472374308,0.575908226526533,-1.33047878828633,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"b",NA
"g__Blastococcus",2802.95360920582,403433.48369297,0.00694774658649551,0.99445654486449,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Blautia",-1964.40918186353,282740.476710327,-0.0069477465862665,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Brachybacterium",-4964.25139490534,714512.44418128,-0.00694774658626639,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Bradyrhizobium",-48.0228522906599,39.3073990244213,-1.22172551434461,0.221811444362277,-0.774824825497352,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"g__Brevibacterium",-996.83762949906,143476.394413911,-0.00694774658626639,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Brevundimonas",-15.5391456619374,58.6825860650683,-0.264799946694703,0.791163577959725,-0.194942263172325,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"g__Brucella-Ochrobactrum",-5611.2421515715,804977.093236357,-0.0069706854998965,0.994438242702844,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"g__Capnocytophaga",2443.73157304488,351730.095915948,0.00694774658586183,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Caulobacter",127.933659925737,109.256782973325,1.17094478204591,0.241620973074847,1.83750701149968,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"b",NA
"g__Chroococcidiopsis",6290.93800976504,1277146.13624677,0.00492577774087202,0.996069813883823,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Comamonas",43.2603665800019,113.820159556499,0.380076488634054,0.703888637870357,0.633125432060884,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"g__Corynebacterium",1567.17868864775,225566.472421051,0.00694774658585961,0.994456544864997,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Dechloromonas",167.257175943859,93.699538139573,1.78503735733165,0.0742552575951704,1.69883688689881,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"b",NA
"g__Deinococcus",3141.1089126912,452104.703900155,0.00694774658523548,0.994456544865495,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Delftia",295.554367268915,306.00157181223,0.96585898405213,0.334114748679646,7.79590296170807,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"g__Enhydrobacter-Moraxella",-146.002461434702,340.962564791238,-0.428206719773168,0.668500624385628,-0.680135893279182,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"g__Enterobacter",-59.6095142621436,63.8927487008523,-0.932962119711536,0.350839526904951,-1.34292699593346,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"g__Enterococcus",-25.6924713730277,103.346061984918,-0.248606196303612,0.803665415001778,-0.446815197648466,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"a",NA
"g__Erysipelatoclostridium",2968.2221003485,427220.835366426,0.00694774658591419,0.994456544864953,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Escherichia",-106.333133217206,118.880949647904,-0.894450570357473,0.371080865484236,-1.78652453074339,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"g__Finegoldia",-2822.10896549412,406190.544006383,-0.00694774658626661,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Flavobacterium",2677.47981046687,385373.84422137,0.00694774658585506,0.994456544865,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Flavonifractor",-2313.18618551046,485446.594765052,-0.00476506831123205,0.996198039951108,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Fusicatenibacter",-1620.11767632789,233186.063454078,-0.00694774658626606,0.994456544864673,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"g__Gemmobacter",-886.591754646382,127608.533736524,-0.00694774658626628,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"g__Jeotgalicoccus",4930.7095554973,709684.714973923,0.00694774658586028,0.994456544864996,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Kocuria",1026.16505565845,147697.536599917,0.00694774658590364,0.994456544864962,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Lachnoclostridium",-74.4290256130498,93.0282311393047,-0.80006923383931,0.423670685360847,-1.54831760092989,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"b",NA
"g__Lactobacillus",1581.01842692212,227558.44753177,0.0069477465858585,0.994456544864998,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Lactococcus",1694.98810706253,243962.281333747,0.00694774658523437,0.994456544865496,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Marvinbryantia",210.632662318669,207.89869239503,1.01315049119426,0.310988284204449,2.80305747229189,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"g__Massilia",-128.018597634683,164.394881796205,-0.778726175875621,0.436141033272773,-1.55550661701278,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"g__Mesorhizobium",1378.75066693672,195158.409217584,0.00706477713394119,0.994363170289393,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"g__Methylobacterium",-100.960075433626,155.066072607249,-0.651077787269025,0.514996274556895,-1.17437654799573,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"g__Methyloversatilis",6007.87002230504,864722.100621865,0.00694774658585051,0.994456544865004,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
